-588.0;97.5;-563.0;-173.0;-32.5;39.0
-173.0;-32.5;39.0;-233.0;5.610571235898192;-509.0
-233.0;5.610571235898192;-509.0;-588.0;97.5;-563.0
-223.0;-381.5;-331.0;-233.0;5.610571235898192;-509.0
-233.0;5.610571235898192;-509.0;-49.00000000000003;-123.68885175178099;-11.0
-49.00000000000003;-123.68885175178099;-11.0;-223.0;-381.5;-331.0
-362.0;-166.5;-557.0;-49.00000000000003;-123.68885175178099;-11.0
-49.00000000000003;-123.68885175178099;-11.0;-233.0;-216.72489463599817;-135.0
-233.0;-216.72489463599817;-135.0;-362.0;-166.5;-557.0
-321.0;44.5;-214.0;-233.0;-216.72489463599817;-135.0
-233.0;-216.72489463599817;-135.0;-408.0;-339.957041325343;-491.0
-408.0;-339.957041325343;-491.0;-321.0;44.5;-214.0
-124.0;-406.5;-186.0;-408.0;-339.957041325343;-491.0
-408.0;-339.957041325343;-491.0;90.0;-185.00014177150092;28.0
90.0;-185.00014177150092;28.0;-124.0;-406.5;-186.0
-99.0;7.5;-98.0;90.0;-185.00014177150092;28.0
90.0;-185.00014177150092;28.0;117.0;78.44678572980024;-547.0
117.0;78.44678572980024;-547.0;-99.0;7.5;-98.0
-185.0;-40.5;-311.0;117.0;78.44678572980024;-547.0
117.0;78.44678572980024;-547.0;66.0;-318.1802727648919;-452.0
66.0;-318.1802727648919;-452.0;-185.0;-40.5;-311.0
-106.0;-116.5;-510.0;66.0;-318.1802727648919;-452.0
66.0;-318.1802727648919;-452.0;-120.0;-356.83997059068906;-480.0
-120.0;-356.83997059068906;-480.0;-106.0;-116.5;-510.0
294.0;13.5;-12.0;-120.0;-356.83997059068906;-480.0
-120.0;-356.83997059068906;-480.0;-143.0;-80.3200193362897;-400.0
-143.0;-80.3200193362897;-400.0;294.0;13.5;-12.0
132.0;-442.5;-241.0;-143.0;-80.3200193362897;-400.0
-143.0;-80.3200193362897;-400.0;-51.00000000000003;-351.2827592485201;-294.0
-51.00000000000003;-351.2827592485201;-294.0;132.0;-442.5;-241.0
59.0;-176.5;-186.0;-51.00000000000003;-351.2827592485201;-294.0
-51.00000000000003;-351.2827592485201;-294.0;296.0;-278.9739138245549;-504.0
296.0;-278.9739138245549;-504.0;59.0;-176.5;-186.0
-49.00000000000003;-380.5;-93.0;296.0;-278.9739138245549;-504.0
296.0;-278.9739138245549;-504.0;249.0;30.239516999210537;-424.0
249.0;30.239516999210537;-424.0;-49.00000000000003;-380.5;-93.0
469.0;59.5;-485.0;249.0;30.239516999210537;-424.0
249.0;30.239516999210537;-424.0;64.0;-473.24978258810734;-129.0
64.0;-473.24978258810734;-129.0;469.0;59.5;-485.0
144.0;-155.5;-287.0;64.0;-473.24978258810734;-129.0
64.0;-473.24978258810734;-129.0;-8.0;-389.3181524165166;-36.0
-8.0;-389.3181524165166;-36.0;144.0;-155.5;-287.0
550.0;-253.5;-309.0;-8.0;-389.3181524165166;-36.0
-8.0;-389.3181524165166;-36.0;465.0;70.5;-110.0
465.0;70.5;-110.0;550.0;-253.5;-309.0
-173.0;-32.5;39.0;-99.0;66.5;-384.0
-99.0;66.5;-384.0;-8.0;16.49454383768699;-346.0
-8.0;16.49454383768699;-346.0;-173.0;-32.5;39.0
-233.0;5.610571235898192;-509.0;-8.0;16.49454383768699;-346.0
-8.0;16.49454383768699;-346.0;-349.0;-368.8591325629883;61.0
-349.0;-368.8591325629883;61.0;-233.0;5.610571235898192;-509.0
-49.00000000000003;-123.68885175178099;-11.0;-349.0;-368.8591325629883;61.0
-349.0;-368.8591325629883;61.0;-256.0;131.24244552266077;-390.0
-256.0;131.24244552266077;-390.0;-49.00000000000003;-123.68885175178099;-11.0
-233.0;-216.72489463599817;-135.0;-256.0;131.24244552266077;-390.0
-256.0;131.24244552266077;-390.0;-27.0;-254.80743775425154;-190.00000000000003
-27.0;-254.80743775425154;-190.00000000000003;-233.0;-216.72489463599817;-135.0
-408.0;-339.957041325343;-491.0;-27.0;-254.80743775425154;-190.00000000000003
-27.0;-254.80743775425154;-190.00000000000003;25.0;-47.34311968722395;26.0
25.0;-47.34311968722395;26.0;-408.0;-339.957041325343;-491.0
90.0;-185.00014177150092;28.0;25.0;-47.34311968722395;26.0
25.0;-47.34311968722395;26.0;208.0;-402.1256184758133;-191.00000000000003
208.0;-402.1256184758133;-191.00000000000003;90.0;-185.00014177150092;28.0
117.0;78.44678572980024;-547.0;208.0;-402.1256184758133;-191.00000000000003
208.0;-402.1256184758133;-191.00000000000003;-55.0;-99.51483927625486;-22.0
